Cliente_ID;Genero;Adulto_Mayor;Tiene_Pareja;Tiene_Dependientes;Antiguedad_Meses;Rango_Antiguedad;Servicio_Telefono;Multiples_Lineas;Servicio_Internet;Seguridad_Online;Respaldo_Online;Proteccion_Dispositivo;Soporte_Tecnico;Streaming_TV;Streaming_Peliculas;Tipo_Contrato;Facturacion_Papel;Metodo_Pago;Cargo_Mensual;Cargo_Total;Numero_Servicios;Ingreso_Riesgo;Estado_Churn;Churn
2229-DPMBI;Female;0;Yes;Yes;8;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,50;162,15;1;0,00;Activo;0
9626-WEQRM;Female;0;No;No;4;0-12 meses;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;29,15;110,05;1;0,00;Activo;0
2188-SXWVT;Female;0;No;No;34;25-48 meses;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;No;Mailed check;55,00;1885,15;3;0,00;Activo;0
6258-PVZWJ;Male;0;Yes;No;68;49-72 meses;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);90,80;6302,85;8;0,00;Activo;0
1094-BKOSX;Female;0;Yes;Yes;45;25-48 meses;No;No phone service;DSL;No;Yes;Yes;Yes;No;Yes;One year;No;Bank transfer (automatic);51,00;2264,50;4;0,00;Activo;0
6969-MVBAI;Female;1;No;No;9;0-12 meses;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;90,10;816,80;4;0,00;Activo;0
2978-XXSOG;Female;0;No;No;22;13-24 meses;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;59,05;1253,50;4;0,00;Activo;0
2342-CKIAO;Female;0;No;No;2;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,30;41,20;1;0,00;Activo;0
6953-PBDIN;Male;0;Yes;No;70;49-72 meses;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);72,95;5265,55;6;0,00;Activo;0
3898-BSJYF;Female;0;No;Yes;10;0-12 meses;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;One year;No;Credit card (automatic);73,55;693,30;6;0,00;Activo;0
3938-YFPXD;Male;0;No;No;72;49-72 meses;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);84,30;5997,10;7;0,00;Activo;0
7696-AMHOD;Female;0;Yes;Yes;49;49-72 meses;Yes;No;DSL;No;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);78,00;3824,20;5;0,00;Activo;0
2453-SAFNS;Female;1;No;No;54;49-72 meses;Yes;Yes;DSL;No;Yes;No;Yes;Yes;No;One year;No;Mailed check;72,10;3886,05;5;0,00;Activo;0
9558-IHEZX;Female;0;No;No;71;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);106,75;7283,25;7;0,00;Activo;0
9617-UDPEU;Female;0;No;No;22;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19,25;412,55;1;0,00;Activo;0
6340-DACFT;Female;0;Yes;Yes;50;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,55;1070,25;1;0,00;Activo;0
4955-VCWBI;Female;0;Yes;Yes;43;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,00;817,95;1;0,00;Activo;0
6813-GZQCG;Female;0;Yes;Yes;45;25-48 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);24,65;1171,30;2;0,00;Activo;0
7426-GSWPO;Male;1;No;No;64;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);103,50;6548,65;6;0,00;Activo;0
3389-KTRXV;Female;0;Yes;Yes;23;13-24 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;23,85;625,65;2;0,00;Activo;0
3118-UHVVQ;Female;0;Yes;No;68;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,80;1911,50;2;0,00;Activo;0
1031-IIDEO;Female;0;No;No;1;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,85;70,85;1;70,85;Churn;1
5832-XKAES;Male;0;No;No;2;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);69,80;134,70;1;69,80;Churn;1
3205-MXZRA;Male;0;No;No;26;25-48 meses;Yes;No;DSL;No;No;No;Yes;Yes;No;One year;No;Credit card (automatic);59,45;1507,00;3;0,00;Activo;0
4701-AHWMW;Male;0;Yes;No;55;49-72 meses;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);54,55;2978,30;4;54,55;Churn;1
8317-BVKSO;Male;0;No;No;14;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;20,05;299,30;1;0,00;Activo;0
5702-KVQRD;Male;0;Yes;No;71;49-72 meses;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;82,55;5832,65;6;0,00;Activo;0
0083-PIVIK;Male;0;No;No;64;49-72 meses;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;No;Electronic check;81,25;5567,55;7;0,00;Activo;0
9210-IAHGH;Female;0;No;No;7;0-12 meses;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);70,75;450,80;4;70,75;Churn;1
6169-PGNCD;Female;0;No;No;57;49-72 meses;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Credit card (automatic);74,30;4166,35;6;0,00;Activo;0
0023-XUOPT;Female;0;Yes;No;13;13-24 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;No;Electronic check;94,10;1215,60;5;94,10;Churn;1
4592-IWTJI;Female;0;Yes;Yes;3;0-12 meses;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);29,70;91,70;1;29,70;Churn;1
4909-JOUPP;Male;1;Yes;No;72;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);109,70;7898,45;7;0,00;Activo;0
4657-FWVFY;Female;0;Yes;Yes;40;25-48 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);96,35;3915,40;5;0,00;Activo;0
2257-BOVXD;Male;0;Yes;No;14;13-24 meses;Yes;Yes;DSL;No;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);66,60;979,50;4;0,00;Activo;0
7729-JTEEC;Male;0;Yes;Yes;2;0-12 meses;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;44,50;90,05;1;0,00;Activo;0
7632-MNYOY;Male;1;No;No;66;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);110,90;7432,05;7;110,90;Churn;1
6518-LGAOV;Female;0;Yes;No;38;25-48 meses;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;105,00;4026,40;6;105,00;Churn;1
7242-QZLXF;Male;0;No;Yes;1;0-12 meses;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;25,30;25,30;0;25,30;Churn;1
4576-CSAJH;Male;0;No;No;22;13-24 meses;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);55,15;1193,05;3;55,15;Churn;1
1000-AJSLD;Male;0;No;No;1;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,10;20,10;1;20,10;Churn;1
9696-RMYBA;Male;0;No;No;5;0-12 meses;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;80,10;398,55;2;0,00;Activo;0
8690-UPCZI;Male;0;Yes;Yes;29;25-48 meses;Yes;Yes;DSL;Yes;No;No;Yes;Yes;No;One year;No;Bank transfer (automatic);69,05;1958,45;5;0,00;Activo;0
1062-LHZOD;Male;0;Yes;Yes;1;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;69,90;69,90;1;69,90;Churn;1
9770-LXDBK;Female;0;No;No;3;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,40;63,15;1;0,00;Activo;0
4086-WITJG;Male;0;Yes;Yes;71;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,70;1301,10;1;0,00;Activo;0
8344-WFMFH;Male;0;No;Yes;9;0-12 meses;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;50,10;484,05;2;0,00;Activo;0
9600-NAXZN;Male;0;No;No;43;25-48 meses;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,40;4528,00;5;101,40;Churn;1
8822-KNBHV;Female;0;No;No;48;25-48 meses;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);83,45;3887,85;7;0,00;Activo;0
8404-FYDIB;Male;0;No;No;26;25-48 meses;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);86,65;2208,75;4;0,00;Activo;0
2791-SFVEW;Female;0;No;No;9;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);20,15;238,15;1;0,00;Activo;0
6457-USBER;Male;0;No;No;1;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80,80;80,80;2;80,80;Churn;1
6762-NSODU;Female;0;Yes;Yes;46;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,40;958,15;1;0,00;Activo;0
4662-EKDPQ;Male;0;No;No;2;0-12 meses;Yes;Yes;DSL;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);62,05;118,30;3;62,05;Churn;1
9248-OJYKK;Male;1;No;No;1;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,45;76,45;2;76,45;Churn;1
9888-ZCUMM;Male;0;Yes;Yes;64;49-72 meses;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);60,05;3845,45;5;0,00;Activo;0
3398-FSHON;Female;1;No;No;12;0-12 meses;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;91,30;1094,50;4;91,30;Churn;1
3319-DWOEP;Male;1;Yes;No;6;0-12 meses;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,75;573,75;4;95,75;Churn;1
1074-WVEVG;Female;0;Yes;No;59;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,35;1267,00;1;0,00;Activo;0
9979-RGMZT;Female;0;No;No;7;0-12 meses;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Mailed check;94,05;633,45;4;0,00;Activo;0
6437-UDQJM;Female;1;Yes;No;72;49-72 meses;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);84,10;6129,65;7;0,00;Activo;0
1226-IENZN;Male;1;No;No;16;13-24 meses;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;78,75;1218,25;2;0,00;Activo;0
2108-GLPQB;Male;0;Yes;No;25;25-48 meses;Yes;Yes;DSL;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);55,55;1405,30;3;0,00;Activo;0
9259-PACGQ;Female;0;Yes;No;34;25-48 meses;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;62,65;2274,90;5;62,65;Churn;1
4415-IJZTP;Female;0;No;No;1;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,50;74,50;2;74,50;Churn;1
1465-VINDH;Female;0;Yes;Yes;10;0-12 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);102,10;1068,85;6;102,10;Churn;1
5474-LAMUQ;Male;0;Yes;No;24;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,10;533,90;1;0,00;Activo;0
3468-DRVQJ;Female;0;Yes;Yes;10;0-12 meses;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;One year;No;Electronic check;70,30;676,15;5;0,00;Activo;0
1122-YJBCS;Male;0;Yes;No;69;49-72 meses;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;Yes;Credit card (automatic);53,65;3804,40;3;0,00;Activo;0
4990-ALDGW;Male;0;No;No;57;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,75;1118,80;1;0,00;Activo;0
4816-OKWNX;Male;0;Yes;Yes;50;49-72 meses;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);103,40;5236,40;6;0,00;Activo;0
3315-IKYZQ;Male;0;Yes;Yes;28;25-48 meses;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;No;One year;No;Mailed check;50,80;1386,80;4;0,00;Activo;0
2810-FTLEM;Female;0;No;No;16;13-24 meses;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;50,15;762,25;2;50,15;Churn;1
4747-LCAQL;Male;0;No;No;25;25-48 meses;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;79,00;1902,00;6;0,00;Activo;0
3411-WLRSQ;Female;1;Yes;No;3;0-12 meses;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);74,60;239,05;2;0,00;Activo;0
0898-XCGTF;Male;0;Yes;No;61;49-72 meses;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);96,50;5673,70;4;0,00;Activo;0
8006-PYCSW;Female;0;No;No;2;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,10;39,80;1;0,00;Activo;0
8249-THVEC;Male;0;Yes;Yes;51;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,40;997,75;1;0,00;Activo;0
8722-PRFDV;Female;0;Yes;Yes;71;49-72 meses;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);77,55;5574,35;5;0,00;Activo;0
2164-SOQXL;Female;0;Yes;Yes;20;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,05;406,05;1;0,00;Activo;0
4020-KIUDI;Male;0;Yes;Yes;6;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19,85;138,85;1;0,00;Activo;0
5850-BDWCY;Female;0;No;No;6;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,20;123,65;1;0,00;Activo;0
2038-YSEZE;Female;0;No;No;29;25-48 meses;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;67,45;1801,10;5;0,00;Activo;0
0827-ITJPH;Male;0;No;No;36;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);18,55;689,00;1;0,00;Activo;0
8799-OXZMD;Female;0;No;No;28;25-48 meses;No;No phone service;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;29,75;790,70;1;0,00;Activo;0
1925-TIBLE;Female;0;Yes;No;7;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;86,50;582,50;3;86,50;Churn;1
1705-GUHPV;Female;0;No;No;63;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24,20;1618,20;2;0,00;Activo;0
4779-ZGICK;Male;0;Yes;Yes;48;25-48 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;23,55;1173,35;2;0,00;Activo;0
0048-PIHNL;Female;0;Yes;No;49;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,45;900,90;1;0,00;Activo;0
0818-OCPZO;Male;1;No;No;27;25-48 meses;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;81,45;2122,05;3;81,45;Churn;1
3967-KXAPS;Male;0;Yes;No;72;49-72 meses;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);92,30;6719,90;8;0,00;Activo;0
1447-GIQMR;Male;0;Yes;No;1;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,15;69,15;1;69,15;Churn;1
3704-IEAXF;Female;0;Yes;Yes;72;49-72 meses;No;No phone service;DSL;No;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);53,65;3784,00;4;0,00;Activo;0
6810-VCAEX;Female;0;No;No;47;25-48 meses;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;One year;No;Credit card (automatic);39,65;1798,65;3;0,00;Activo;0
0674-EYYZV;Female;0;No;No;1;0-12 meses;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;54,65;54,65;2;0,00;Activo;0
4480-MBMLB;Female;0;No;No;36;25-48 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);104,80;3886,45;6;0,00;Activo;0
1395-OFUWC;Male;0;Yes;Yes;43;25-48 meses;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);29,30;1224,05;1;0,00;Activo;0
0822-QGCXA;Female;1;Yes;No;27;25-48 meses;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;83,85;2310,20;7;0,00;Activo;0
0872-NXJYS;Female;0;No;No;9;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;79,55;723,40;2;79,55;Churn;1
2832-KJCRD;Female;0;No;No;38;25-48 meses;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;103,65;3988,50;6;0,00;Activo;0
3588-WSTTJ;Female;1;No;No;35;25-48 meses;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,05;3554,60;5;0,00;Activo;0
4075-WKNIU;Female;0;Yes;Yes;0;0-12 meses;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Mailed check;73,35;0,00;6;0,00;Activo;0
5090-EMGTC;Female;0;Yes;No;59;49-72 meses;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;100,05;6034,85;5;0,00;Activo;0
2346-CZYIL;Male;0;No;No;27;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,35;531,60;1;0,00;Activo;0
3798-EPWRR;Female;1;No;No;2;0-12 meses;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;43,95;85,10;1;0,00;Activo;0
6258-NGCNG;Male;0;No;No;7;0-12 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;23,50;173,00;2;0,00;Activo;0
4186-ZBUEW;Female;0;No;No;36;25-48 meses;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;One year;Yes;Mailed check;70,70;2511,95;5;0,00;Activo;0
5274-XHAKY;Female;0;Yes;Yes;41;25-48 meses;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);94,30;3893,60;5;0,00;Activo;0
1442-BQPVU;Female;0;No;No;13;13-24 meses;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;29,15;357,15;1;0,00;Activo;0
3978-YNKDD;Male;0;No;Yes;19;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,85;467,50;1;0,00;Activo;0
4940-KHCWD;Female;0;Yes;No;60;49-72 meses;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Bank transfer (automatic);37,70;2288,70;3;0,00;Activo;0
9412-ARGBX;Female;0;No;Yes;48;25-48 meses;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;No;Two year;Yes;Mailed check;95,50;4627,85;5;95,50;Churn;1
1389-CXMLU;Male;1;No;No;3;0-12 meses;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;91,05;289,10;4;91,05;Churn;1
9589-ABEPT;Male;0;Yes;No;69;49-72 meses;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Two year;Yes;Mailed check;92,45;6460,55;5;0,00;Activo;0
9388-ZEYVT;Male;0;No;No;43;25-48 meses;No;No phone service;DSL;No;No;Yes;Yes;No;Yes;One year;No;Electronic check;44,15;1931,30;3;0,00;Activo;0
0305-SQECB;Female;0;No;Yes;11;0-12 meses;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;Yes;Mailed check;36,05;402,60;2;0,00;Activo;0
7605-SNLQG;Female;0;Yes;No;45;25-48 meses;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);50,25;2221,55;2;0,00;Activo;0
4670-TABXH;Male;0;Yes;No;72;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);109,75;7758,90;7;0,00;Activo;0
5561-NWEVX;Female;1;Yes;No;2;0-12 meses;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;79,20;172,85;3;79,20;Churn;1
0064-SUDOG;Female;0;Yes;Yes;12;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,30;224,50;1;0,00;Activo;0
8561-NMTBD;Female;0;Yes;Yes;67;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);112,35;7388,45;7;0,00;Activo;0
5161-XEUVX;Male;0;Yes;No;37;25-48 meses;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Two year;No;Mailed check;94,30;3460,95;5;0,00;Activo;0
8292-FRFZQ;Female;0;No;No;39;25-48 meses;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);41,15;1700,90;3;0,00;Activo;0
8591-NXRCV;Female;0;No;No;41;25-48 meses;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);74,65;3090,65;6;0,00;Activo;0
7895-VONWT;Female;0;No;No;25;25-48 meses;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;48,25;1293,80;3;0,00;Activo;0
4526-RMTLL;Male;0;Yes;Yes;8;0-12 meses;Yes;Yes;DSL;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Credit card (automatic);76,15;645,80;6;0,00;Activo;0
6253-GNHWH;Female;0;Yes;Yes;71;49-72 meses;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;71,10;5224,95;6;0,00;Activo;0
4566-NECEV;Male;0;No;No;5;0-12 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check;96,55;500,10;5;0,00;Activo;0
8080-POTJR;Female;0;No;No;30;25-48 meses;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);79,30;2427,10;6;0,00;Activo;0
6906-MPARY;Male;0;No;No;40;25-48 meses;Yes;No;Fiber optic;No;Yes;No;Yes;No;Yes;One year;Yes;Credit card (automatic);89,60;3488,15;4;0,00;Activo;0
3662-FXJFO;Female;0;No;No;54;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;20,50;1035,70;1;0,00;Activo;0
8107-RZLNV;Male;0;Yes;No;72;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);106,30;7565,35;6;0,00;Activo;0
0516-OOHAR;Male;0;Yes;Yes;28;25-48 meses;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);100,35;2799,00;5;0,00;Activo;0
2027-CWDNU;Male;0;Yes;Yes;18;13-24 meses;Yes;No;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;85,60;1601,50;3;0,00;Activo;0
2737-WFVYW;Female;0;No;No;2;0-12 meses;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;45,25;85,50;2;45,25;Churn;1
9912-OMZDS;Female;0;Yes;Yes;59;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;106,15;6256,20;6;0,00;Activo;0
3733-ZEECP;Male;0;Yes;Yes;22;13-24 meses;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;51,10;1232,90;2;0,00;Activo;0
7878-RTCZG;Female;0;No;No;1;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,90;19,90;1;0,00;Activo;0
2452-MRMZF;Female;1;Yes;No;72;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,70;1937,40;2;0,00;Activo;0
2272-QAGFO;Female;1;No;No;14;13-24 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,30;1096,25;2;74,30;Churn;1
7103-IPXPJ;Male;0;Yes;No;50;49-72 meses;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;No;Electronic check;99,40;5059,75;5;0,00;Activo;0
