Cliente_ID,Fecha_Inicio,Fecha_Fin,Tipo_Contrato,Facturacion_Papel,Metodo_Pago,Cargo_Mensual,Cargo_Total,Antiguedad_Dias,Antiguedad_Meses,Rango_Antiguedad,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Multiples_Lineas,Churn
7208-PSIHR,2014-04-01,No,Two year,Yes,Bank transfer (automatic),104.3,7301.0,2132,70,49-72 meses,Female,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,0
4012-ZTHBR,2018-05-01,No,Month-to-month,Yes,Electronic check,44.95,943.95,641,21,13-24 meses,Female,0,Yes,Yes,DSL,No,No,No,No,No,No,No,0
0489-WMEMG,2018-03-01,No,One year,Yes,Electronic check,49.45,1182.84,702,23,13-24 meses,Female,0,No,Yes,DSL,No,No,No,Yes,No,No,No,0
7435-ZNUYY,2019-08-01,No,One year,No,Mailed check,20.6,123.6,184,6,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
1354-YZFNB,2019-10-01,No,Two year,No,Credit card (automatic),19.55,78.2,123,4,0-12 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
6956-SMUCM,2019-07-01,No,Month-to-month,Yes,Credit card (automatic),99.0,706.86,215,7,0-12 meses,Female,0,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,0
2985-FMWYF,2018-03-01,No,Month-to-month,Yes,Electronic check,93.5,2150.5,702,23,13-24 meses,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,0
2812-ENYMO,2017-12-01,No,One year,No,Credit card (automatic),54.55,1446.67,792,26,25-48 meses,Male,0,No,No,DSL,Yes,No,No,Yes,Yes,Yes,No service,0
2717-HVIZY,2019-06-01,No,Month-to-month,No,Mailed check,20.05,160.4,245,8,0-12 meses,Female,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
3223-WZWJM,2017-11-01,No,Month-to-month,Yes,Electronic check,83.95,2357.32,822,27,25-48 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,0
3422-GALYP,2019-12-01,No,Month-to-month,Yes,Electronic check,79.45,168.43,62,2,0-12 meses,Male,0,No,No,Fiber optic,No,Yes,No,No,No,No,Yes,0
9053-JZFKV,2014-05-01,2015-12-01,Two year,No,Credit card (automatic),116.2,2207.8,579,19,13-24 meses,Male,0,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
2530-ENDWQ,2013-12-01,No,Two year,Yes,Bank transfer (automatic),93.7,6933.8,2253,74,73+ meses,Female,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,0
2890-WFBHU,2015-03-01,No,One year,No,Credit card (automatic),79.85,4711.15,1798,59,49-72 meses,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,0
0327-WFZSY,2016-11-01,2018-06-01,One year,No,Electronic check,100.0,1900.0,577,19,13-24 meses,Male,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1
7977-HXJKU,2018-05-01,No,Two year,No,Mailed check,19.6,411.6,641,21,13-24 meses,Male,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
6615-ZGEDR,2019-10-01,No,Month-to-month,No,Mailed check,19.7,82.74,123,4,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
7033-CLAMM,2016-02-01,No,Two year,No,Bank transfer (automatic),20.2,979.3,1461,48,25-48 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
4023-RTIQM,2017-07-01,No,One year,Yes,Credit card (automatic),50.4,1562.4,945,31,25-48 meses,Female,1,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,No service,0
0864-FVJNJ,2014-10-01,No,One year,No,Electronic check,113.35,7544.58,1949,64,49-72 meses,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
7356-IWLFW,2016-04-01,No,Month-to-month,Yes,Bank transfer (automatic),80.0,3680.0,1401,46,25-48 meses,Male,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,0
9541-PWTWO,2015-10-01,No,Two year,Yes,Bank transfer (automatic),80.95,4546.15,1584,52,49-72 meses,Female,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,0
3967-VQOGC,2014-07-01,No,Two year,Yes,Mailed check,24.9,1718.35,2041,67,49-72 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
7872-RDDLZ,2014-07-01,No,Month-to-month,No,Electronic check,54.9,3972.56,2041,67,49-72 meses,Female,1,No,No,DSL,No,Yes,No,No,No,No,Yes,0
9250-WYPLL,2019-08-01,2020-01-01,Month-to-month,No,Electronic check,75.55,377.75,153,5,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,1
6308-CQRBU,2014-03-01,No,Two year,No,Electronic check,109.25,8144.59,2163,71,49-72 meses,Female,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0
2754-XBHTB,2019-02-01,No,Month-to-month,Yes,Bank transfer (automatic),77.65,931.8,365,12,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,No,0
1597-LHYNC,2017-08-01,No,Month-to-month,Yes,Electronic check,95.0,2850.0,914,30,25-48 meses,Female,1,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,0
0186-CAERR,2014-03-01,No,One year,Yes,Bank transfer (automatic),116.3,8422.45,2163,71,49-72 meses,Male,0,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
3043-SUDUA,2017-06-01,No,Month-to-month,No,Bank transfer (automatic),19.9,681.38,975,32,25-48 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
5442-BHQNG,2019-12-01,No,Month-to-month,No,Electronic check,70.35,140.7,62,2,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
2169-RRLFW,2014-03-01,No,Two year,No,Credit card (automatic),25.6,1817.6,2163,71,49-72 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
5872-OEQNH,2015-02-01,No,One year,Yes,Electronic check,44.45,2667.0,1826,60,49-72 meses,Female,0,No,No,DSL,Yes,No,Yes,No,No,Yes,No service,0
3162-KKZXO,2015-07-01,No,One year,Yes,Electronic check,100.15,6003.99,1676,55,49-72 meses,Female,1,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,0
7055-VKGDA,2015-05-01,No,One year,Yes,Credit card (automatic),105.4,6248.11,1737,57,49-72 meses,Male,0,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,0
0754-UKWQP,2019-09-01,No,Month-to-month,Yes,Electronic check,95.85,479.25,153,5,0-12 meses,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,0
8873-GLDMH,2019-08-01,No,Month-to-month,Yes,Mailed check,73.85,487.41,184,6,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
5696-JVVQY,2016-02-01,No,Two year,Yes,Credit card (automatic),70.1,3633.98,1461,48,25-48 meses,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,0
8946-BFWSG,2014-11-01,No,Two year,No,Mailed check,25.25,1686.2,1918,63,49-72 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
7493-TPUWZ,2019-09-01,No,Month-to-month,Yes,Electronic check,79.15,399.71,153,5,0-12 meses,Male,0,No,No,Fiber optic,No,Yes,No,No,No,No,Yes,0
0547-HURJB,2019-02-01,No,Month-to-month,No,Credit card (automatic),21.05,265.23,365,12,0-12 meses,Male,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
8904-OPDCK,2015-08-01,2017-12-01,Month-to-month,Yes,Bank transfer (automatic),24.95,705.59,853,28,25-48 meses,Male,1,Yes,No,DSL,No,No,No,No,No,No,No service,1
8845-LWKGE,2017-08-01,No,One year,Yes,Electronic check,64.5,2012.4,914,30,25-48 meses,Female,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,No,0
1577-HKTFG,2017-04-01,No,Month-to-month,No,Bank transfer (automatic),19.65,668.1,1036,34,25-48 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
8752-STIVR,2019-07-01,No,Month-to-month,Yes,Electronic check,79.0,553.0,215,7,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,No,0
0691-NIKRI,2016-10-01,No,One year,Yes,Credit card (automatic),105.95,4238.0,1218,40,25-48 meses,Female,0,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,0
5022-JNQEQ,2019-05-01,No,Month-to-month,Yes,Electronic check,75.85,744.09,276,9,0-12 meses,Female,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,0
4558-FANTW,2018-07-01,No,Month-to-month,No,Electronic check,91.85,1745.15,580,19,13-24 meses,Female,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,No,0
3249-VHRIP,2014-12-01,No,Two year,Yes,Credit card (automatic),43.6,2703.2,1888,62,49-72 meses,Female,0,No,No,DSL,No,Yes,Yes,No,No,Yes,No service,0
3736-BLEPA,2017-10-01,No,One year,Yes,Bank transfer (automatic),91.25,2555.0,853,28,25-48 meses,Male,0,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,No,0
4701-LKOZD,2014-04-01,No,Two year,No,Credit card (automatic),89.75,6596.62,2132,70,49-72 meses,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
6603-QWSPR,2016-04-01,No,Two year,Yes,Bank transfer (automatic),104.4,5042.52,1401,46,25-48 meses,Female,0,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0
9921-QFQUL,2018-03-01,No,Month-to-month,No,Mailed check,90.15,2073.45,702,23,13-24 meses,Female,0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,0
1929-ZCBHE,2016-03-01,No,One year,No,Electronic check,40.3,2064.57,1432,47,25-48 meses,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No service,0
4378-MYPGO,2014-06-01,No,Two year,Yes,Bank transfer (automatic),105.25,7228.57,2071,68,49-72 meses,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,0
8651-ENBZX,2014-11-01,2016-03-01,One year,Yes,Electronic check,106.0,1848.64,486,16,13-24 meses,Female,1,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1
4129-LYCOI,2014-07-01,No,Two year,Yes,Electronic check,104.0,6968.0,2041,67,49-72 meses,Female,0,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0
7798-JVXYM,2018-12-01,No,Month-to-month,Yes,Electronic check,69.65,975.1,427,14,13-24 meses,Female,0,No,No,DSL,No,No,No,Yes,Yes,Yes,No,0
8647-SDTWQ,2015-05-01,2016-01-01,Month-to-month,Yes,Electronic check,74.3,600.34,245,8,0-12 meses,Male,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,1
2696-ECXKC,2015-07-01,No,One year,No,Mailed check,100.9,5549.5,1676,55,49-72 meses,Female,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,0
2081-KJSQF,2020-01-01,No,Month-to-month,Yes,Mailed check,20.25,22.07,31,1,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
7623-TRNQN,2019-09-01,No,Month-to-month,Yes,Mailed check,49.9,256.99,153,5,0-12 meses,Male,0,No,Yes,DSL,No,No,No,Yes,No,No,No,0
3323-CPBWR,2018-03-01,No,Month-to-month,Yes,Credit card (automatic),96.9,2295.56,702,23,13-24 meses,Male,0,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,0
9330-IJWIO,2018-10-01,No,Month-to-month,Yes,Electronic check,100.35,1717.99,488,16,13-24 meses,Female,0,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,0
3384-CTMSF,2016-03-01,No,Month-to-month,Yes,Electronic check,104.1,4892.7,1432,47,25-48 meses,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0
0902-RFHOF,2016-12-01,2018-11-01,One year,No,Mailed check,20.1,462.3,700,23,13-24 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,1
9286-DOJGF,2016-09-01,2019-03-01,Month-to-month,Yes,Bank transfer (automatic),74.95,2315.95,911,30,25-48 meses,Female,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1
6048-QBXKL,2019-12-01,No,Month-to-month,Yes,Credit card (automatic),56.55,113.1,62,2,0-12 meses,Female,1,No,No,DSL,No,Yes,No,No,No,No,Yes,0
9661-MHUMO,2019-12-01,No,Month-to-month,Yes,Credit card (automatic),49.25,107.37,62,2,0-12 meses,Male,1,Yes,Yes,DSL,No,No,No,Yes,No,No,No,0
7718-RXDGG,2018-11-01,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1131.9,457,15,13-24 meses,Male,0,Yes,No,Fiber optic,No,No,No,No,No,No,No,0
1025-FALIX,2017-12-01,2019-04-01,Month-to-month,Yes,Credit card (automatic),69.05,1104.8,486,16,13-24 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,1
3451-VAWLI,2017-03-01,No,Two year,No,Credit card (automatic),19.7,689.5,1067,35,25-48 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
3407-QGWLG,2019-11-01,No,Month-to-month,Yes,Mailed check,20.05,60.75,92,3,0-12 meses,Male,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
1842-EZJMK,2015-11-01,2017-01-01,Month-to-month,No,Electronic check,103.7,1596.98,427,14,13-24 meses,Male,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,1
2347-WKKAE,2016-08-01,No,Month-to-month,Yes,Electronic check,94.4,4281.98,1279,42,25-48 meses,Male,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,0
8735-DCXNF,2019-04-01,No,Month-to-month,Yes,Credit card (automatic),54.95,593.46,306,10,0-12 meses,Male,0,Yes,No,DSL,Yes,No,No,Yes,No,No,No,0
3214-IYUUQ,2015-01-01,2017-03-01,One year,No,Bank transfer (automatic),93.7,2509.29,790,26,25-48 meses,Female,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,1
1936-UAFEH,2014-06-01,No,Two year,No,Credit card (automatic),110.25,7497.0,2071,68,49-72 meses,Female,0,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,0
3587-PMCOY,2019-04-01,No,One year,Yes,Electronic check,98.9,989.0,306,10,0-12 meses,Male,0,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,0
8079-XRJRS,2014-07-01,2016-07-01,One year,No,Electronic check,89.75,2347.86,731,24,13-24 meses,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,1
1027-LKKQQ,2014-02-01,No,Two year,Yes,Bank transfer (automatic),80.45,5792.4,2191,72,49-72 meses,Female,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0
7148-XZPHA,2015-07-01,No,Month-to-month,No,Electronic check,79.4,4367.0,1676,55,49-72 meses,Male,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,No,0
8073-IJDCM,2019-12-01,No,Month-to-month,Yes,Mailed check,20.3,41.41,62,2,0-12 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
5309-TAIKL,2019-07-01,No,Month-to-month,No,Bank transfer (automatic),62.8,444.0,215,7,0-12 meses,Female,0,No,No,DSL,No,No,Yes,Yes,No,Yes,No,0
6856-RAURS,2019-12-01,No,Month-to-month,Yes,Mailed check,74.9,149.8,62,2,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
8778-LMWTJ,2019-05-01,No,Month-to-month,Yes,Electronic check,74.85,680.39,276,9,0-12 meses,Female,0,No,No,Fiber optic,Yes,No,No,No,No,No,No,0
9717-IOAAF,2017-11-01,No,Two year,Yes,Credit card (automatic),25.85,753.79,822,27,25-48 meses,Male,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
8884-ADFVN,2019-04-01,No,Month-to-month,Yes,Electronic check,101.95,1111.26,306,10,0-12 meses,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,0
2845-KDHVX,2014-10-01,No,Two year,Yes,Mailed check,68.3,4589.76,1949,64,49-72 meses,Female,0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,No,0
0848-SOMKO,2014-04-01,No,Two year,No,Bank transfer (automatic),48.4,3625.16,2132,70,49-72 meses,Male,0,No,No,DSL,Yes,No,Yes,Yes,No,Yes,No service,0
2720-WGKHP,2019-08-01,No,Month-to-month,Yes,Electronic check,94.0,564.0,184,6,0-12 meses,Male,1,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,0
6734-FQAJX,2014-07-01,2017-05-01,Two year,Yes,Electronic check,105.05,3928.87,1035,34,25-48 meses,Male,1,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,1
2869-ADAWR,2016-03-01,No,Month-to-month,Yes,Credit card (automatic),89.3,4197.1,1432,47,25-48 meses,Female,0,No,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,0
1535-VTJOQ,2018-02-01,No,Two year,No,Credit card (automatic),25.15,603.6,730,24,13-24 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
6368-TZZDT,2019-10-01,No,Two year,No,Credit card (automatic),19.5,78.0,123,4,0-12 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
0943-ZQPXH,2016-06-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),92.95,4153.94,1248,41,25-48 meses,Male,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,1
1293-BSEUN,2014-02-01,2015-07-01,Two year,Yes,Mailed check,20.7,373.01,515,17,13-24 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,1
9894-EZEWG,2019-11-01,No,Month-to-month,Yes,Credit card (automatic),74.3,222.9,92,3,0-12 meses,Female,0,No,No,Fiber optic,No,Yes,No,No,No,No,No,0
1302-TPUBN,2014-08-01,No,Two year,No,Bank transfer (automatic),19.35,1379.27,2010,66,49-72 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
7851-FLGGQ,2019-11-01,No,Month-to-month,Yes,Mailed check,44.65,133.95,92,3,0-12 meses,Male,0,No,No,DSL,No,Yes,No,Yes,No,Yes,No service,0
0637-UBJRP,2018-09-01,No,Month-to-month,No,Electronic check,84.05,1557.45,518,17,13-24 meses,Male,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,No,0
0940-OUQEC,2019-02-01,No,Month-to-month,Yes,Bank transfer (automatic),80.7,968.4,365,12,0-12 meses,Male,0,No,No,Fiber optic,No,Yes,No,No,No,No,Yes,0
2378-VTKDH,2014-09-01,No,Month-to-month,Yes,Electronic check,104.35,7189.72,1979,65,49-72 meses,Male,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0
0927-CNGRH,2020-01-01,No,Month-to-month,No,Mailed check,19.55,20.53,31,1,0-12 meses,Male,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
8608-OZTLB,2016-12-01,2018-10-01,One year,No,Electronic check,74.05,1743.14,669,22,13-24 meses,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,1
2335-GSODA,2018-03-01,No,Two year,No,Mailed check,40.1,922.3,702,23,13-24 meses,Male,0,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No service,0
1952-DVVSW,2019-04-01,No,One year,No,Mailed check,20.1,201.0,306,10,0-12 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
0702-PGIBZ,2019-08-01,No,Month-to-month,Yes,Electronic check,101.7,659.02,184,6,0-12 meses,Male,0,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,0
6656-GULJQ,2014-02-01,No,Two year,Yes,Credit card (automatic),83.55,6256.22,2191,72,49-72 meses,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,0
9853-JFZDU,2017-03-01,2018-05-01,Month-to-month,No,Electronic check,56.85,795.9,426,14,13-24 meses,Female,0,Yes,No,DSL,No,Yes,No,Yes,No,No,No,1
1963-VAUKV,2019-11-01,No,Month-to-month,No,Mailed check,20.4,61.81,92,3,0-12 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
3777-XROBG,2015-04-01,2018-09-01,Two year,No,Credit card (automatic),19.55,881.71,1249,41,25-48 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,1
6994-FGRHH,2014-04-01,No,One year,Yes,Electronic check,106.15,7430.5,2132,70,49-72 meses,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0
4000-VGMQP,2016-12-01,No,One year,No,Credit card (automatic),78.95,3000.1,1157,38,25-48 meses,Male,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,0
3999-WRNGR,2015-02-01,No,Month-to-month,Yes,Electronic check,49.75,3134.25,1826,60,49-72 meses,Female,0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,No service,0
3466-RITXD,2017-12-01,No,Month-to-month,Yes,Credit card (automatic),92.4,2498.5,792,26,25-48 meses,Male,0,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,0
2680-XKKNJ,2019-06-01,No,One year,No,Bank transfer (automatic),58.2,484.22,245,8,0-12 meses,Female,0,No,No,DSL,Yes,Yes,No,Yes,No,No,No,0
3058-HJCUY,2016-05-01,2017-01-01,One year,Yes,Electronic check,102.6,878.26,245,8,0-12 meses,Male,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1
2974-GGUXS,2017-02-01,No,Month-to-month,Yes,Credit card (automatic),91.95,3376.4,1095,36,25-48 meses,Female,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,0
7994-XIRTR,2015-08-01,No,One year,No,Bank transfer (automatic),65.25,3593.97,1645,54,49-72 meses,Male,1,No,No,DSL,No,No,Yes,Yes,No,Yes,No,0
3259-FDWOY,2014-01-01,2018-01-01,Two year,Yes,Bank transfer (automatic),106.0,5088.0,1461,48,25-48 meses,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1
2101-RANCD,2015-07-01,No,Month-to-month,Yes,Electronic check,73.1,4261.73,1676,55,49-72 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
7921-BEPCI,2014-02-01,2017-01-01,Two year,No,Bank transfer (automatic),59.75,2091.25,1065,35,25-48 meses,Female,0,No,No,DSL,Yes,Yes,No,No,No,No,Yes,1
0807-ZABDG,2019-08-01,No,Month-to-month,Yes,Mailed check,55.1,350.44,184,6,0-12 meses,Female,0,No,Yes,DSL,Yes,No,No,Yes,No,No,No,0
8510-TMWYB,2015-08-01,2017-05-01,Two year,Yes,Bank transfer (automatic),59.8,1255.8,639,21,13-24 meses,Female,0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Yes,1
3258-ZKPAI,2014-02-01,No,Two year,Yes,Bank transfer (automatic),116.6,8395.2,2191,72,49-72 meses,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
1428-IEDPR,2015-10-01,No,Two year,Yes,Electronic check,109.3,5683.6,1584,52,49-72 meses,Male,0,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,0
5298-GSTLM,2015-02-01,No,One year,Yes,Bank transfer (automatic),101.4,6570.72,1826,60,49-72 meses,Female,1,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,0
4450-YOOHP,2016-11-01,No,Month-to-month,Yes,Credit card (automatic),50.65,1975.35,1187,39,25-48 meses,Female,0,No,No,DSL,No,No,Yes,No,Yes,Yes,No service,0
6728-CZFEI,2018-11-01,No,One year,No,Mailed check,56.15,842.25,457,15,13-24 meses,Female,0,No,No,DSL,No,No,No,No,Yes,No,No,0
5748-RNCJT,2014-02-01,2018-01-01,Two year,Yes,Bank transfer (automatic),106.5,5405.94,1430,47,25-48 meses,Male,0,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1
3653-NCRDJ,2016-07-01,No,One year,Yes,Mailed check,19.2,825.6,1310,43,25-48 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
6121-TNHBO,2014-11-01,No,One year,No,Bank transfer (automatic),83.0,5385.87,1918,63,49-72 meses,Female,1,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,0
5119-NZPTV,2019-12-01,No,Month-to-month,No,Electronic check,70.1,144.41,62,2,0-12 meses,Male,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,0
6519-ZHPXP,2014-02-01,2019-01-01,Two year,Yes,Bank transfer (automatic),108.3,6389.7,1795,59,49-72 meses,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,1
7739-LAXOG,2017-03-01,2019-06-01,Month-to-month,Yes,Bank transfer (automatic),91.05,2679.6,822,27,25-48 meses,Female,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,1
3472-QPRCH,2016-10-01,No,Two year,No,Credit card (automatic),25.25,1070.6,1218,40,25-48 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
8224-UAXBZ,2015-04-01,2018-11-01,One year,Yes,Electronic check,45.35,1950.05,1310,43,25-48 meses,Female,0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No service,1
9610-WCESF,2014-07-01,No,Two year,No,Electronic check,43.9,3235.43,2041,67,49-72 meses,Male,0,No,No,DSL,Yes,No,No,Yes,Yes,No,No service,0
9776-CLUJA,2015-09-01,2017-12-01,Month-to-month,Yes,Electronic check,77.5,2238.97,822,27,25-48 meses,Female,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,1
2486-WYVVE,2017-07-01,No,One year,Yes,Mailed check,79.3,2458.3,945,31,25-48 meses,Male,0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,0
3865-ZYKAD,2014-05-01,No,Month-to-month,Yes,Credit card (automatic),84.9,5858.1,2102,69,49-72 meses,Male,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,0
1422-DGUBX,2017-06-01,No,One year,Yes,Electronic check,79.25,2536.0,975,32,25-48 meses,Male,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,0
2999-AANRQ,2018-05-01,No,Two year,No,Credit card (automatic),71.05,1551.73,641,21,13-24 meses,Female,0,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,0
8668-KNZTI,2015-10-01,No,One year,No,Electronic check,53.75,2878.85,1584,52,49-72 meses,Male,0,No,No,DSL,Yes,No,Yes,No,No,No,No,0
0480-KYJVA,2014-02-01,No,Two year,No,Credit card (automatic),24.25,1868.22,2191,72,49-72 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
